word,meaning,word_type,last_sound,can_combine
ಸ್ಥಾಪನೆಯಾದ,,,ದ,yes
ಅಮರವಿಲಾ,,,ಾ,yes
ಆಂಗ್ಲಿಕನ್,,,್,yes
ಕಮ್ಯುನಿಯನ್,,,್,yes
ಎಮಿಲಿ,,,ಿ,yes
ಆಕರ್ಷಣೆಗಳಲ್ಲಿ,,,ಿ,yes
ಸೋನಕನಹಳ್ಳಿ,,,ಿ,yes
ಇಂಡಿ,,,ಿ,yes
ದಲೈ,,,ೈ,yes
ಲಾಮಾ,,,ಾ,yes
ಟಿಬೆಟಿಯನ್,,,್,yes
ಬೌದ್ಧ,,,ಧ,yes
ಗುರುಪರಂಪರೆಗೆ,,,ೆ,yes
ಸಂದ,,,ದ,yes
ಪೂಜನೀಯ,,,ಯ,yes
ಸಾಗರವೆಂದೂ,,,ೂ,yes
ಬ್ಲಾಮಾ,,,ಾ,yes
ಪದದಲ್ಲಿ,,,ಿ,yes
ಗೌಣವಾಗಿ,,,ಿ,yes
ಉಚ್ಚರಿಸಲಾಗುತ್ತದೆ,,,ೆ,yes
ಹಾಗೆಂದರೆ,,,ೆ,yes
ಗುರು,,,ು,yes
ಪಂಥವನ್ನು,,,ು,yes
ಕಾಲಮಾನದಲ್ಲಿ,,,ಿ,yes
ಜೀವಿಸಿದ್ದ,,,ದ,yes
ತ್ಸೋಂಗೋಥಾಪಾ,,,ಾ,yes
ಬಿಕ್ಷುಗಳೊಬ್ಬರು,,,ು,yes
ಆಚರಣೆಗೆ,,,ೆ,yes
ದಲೈಲಾಮ,,,ಮ,yes
ವಿಶ್ವಜನತೆಗೆ,,,ೆ,yes
ಪರಿಚಿತರಾದ,,,ದ,yes
ಹದಿನಾಲ್ಕನೆ,,,ೆ,yes
ಪ್ರಸಕ್ತದ,,,ದ,yes
ಟೆನ್ಸಿನ್,,,್,yes
ಗ್ಯಾಟ್ಸೊ,,,ೊ,yes
ಹುಟ್ಟು,,,ು,yes
ಲ್ಹಾಂಬೋ,,,ೋ,yes
ಡಾನ್ಡ್ರುಬ್,,,್,yes
ದಿನ,,,ನ,yes
ನಮಗೆಲ್ಲಾ,,,ಾ,yes
ತಿಳಿದಿರುವ,,,ವ,yes
ದಲೈಲಾಮಾ,,,ಾ,yes
ಚೀನಾದಿಂದ,,,ದ,yes
ವಲಸೆ,,,ೆ,yes
ಧರ್ಮಶಾಲಾ,,,ಾ,yes
ಎಂಬಲ್ಲಿ,,,ಿ,yes
ನೆಲೆಸಿದ್ದಾರೆ,,,ೆ,yes
ಚೀನಾ,,,ಾ,yes
ಆಕ್ರಮಿಸಿಕೊಂಡಿರುವ,,,ವ,yes
ಟಿಬೆಟ್,,,್,yes
ಪ್ರದೇಶದಲ್ಲಿರುವ,,,ವ,yes
ಹೊರಗೆ,,,ೆ,yes
ಹರಡಿಕೊಂಡಿರುವ,,,ವ,yes
ಜನಾಂಗದ,,,ದ,yes
ಪ್ರವರ್ತಕರಾಗಿ,,,ಿ,yes
ತರಹದ,,,ದ,yes
ವೈರುದ್ಧ್ಯಗಳ,,,ಳ,yes
ಪ್ರವಾಹಗಳ,,,ಳ,yes
ನಡುವೆಯೂ,,,ೂ,yes
ನಗುನಗುತ್ತಲೇ,,,ೇ,yes
ವಿಶ್ವದೆಲ್ಲೆಡೆಯ,,,ಯ,yes
ಸೆಳೆದಿದ್ದಾರೆ,,,ೆ,yes
ನೊಬೆಲ್,,,್,yes
ಸಂದಿದೆ,,,ೆ,yes
ನಗೆಮೊಗ,,,ಗ,yes
ಚಿಂತನ,,,ನ,yes
ಮೌಲ್ಯಗಳ,,,ಳ,yes
ಭೋಧನೆ,,,ೆ,yes
ಬದುಕಿನ,,,ನ,yes
ರೀತಿಗಳಿಗೆ,,,ೆ,yes
ಮಾರುಹೋಗಿದ್ದಾರೆ,,,ೆ,yes
ಪುಸ್ತಕಗಳಾದ,,,ದ,yes
ಸಂತೋಷವೆಂಬ,,,ಬ,yes
ಆತ್ಮಚರಿತ್ರೆಗಳನ್ನು,,,ು,yes
ಓದಿದಾಗ,,,ಗ,yes
ಮನಸ್ಸುಗಳು,,,ು,yes
ಅರಳಿದಂತಹ,,,ಹ,yes
ಹೃದ್ಭಾವ,,,ವ,yes
ತೆರೆದುಕೊಳ್ಳುತ್ತದೆ,,,ೆ,yes
ಕಷ್ಟಗಳು,,,ು,yes
ಮನುಷ್ಯ,,,ಯ,yes
ಹೇಗಿರುತ್ತಾನೆ,,,ೆ,yes
ಸಮಸ್ತವಾಗಿ,,,ಿ,yes
ಕಷ್ಟಗಳ,,,ಳ,yes
ನಡುವೆಯೇ,,,ೇ,yes
ತಮ್ಮನ್ನು,,,ು,yes
ಬೆಳೆಸಿಕೊಂಡವರು,,,ು,yes
ಕಷ್ಟಗಳನ್ನು,,,ು,yes
ಮೀರಿ,,,ಿ,yes
ಹೆಮ್ಮರವಾಗಿ,,,ಿ,yes
ಬೆಳೆದುನಿಂತವರು,,,ು,yes
ಪ್ರಭಾವಿ,,,ಿ,yes
ವ್ಯಕ್ತಿಗಳಲ್ಲಿ,,,ಿ,yes
ಒಬ್ಬರಾದ,,,ದ,yes
ಟೈಮ್ಸ್,,,್,yes
ಪತ್ರಿಕೆ,,,ೆ,yes
ಹೀಗೆ,,,ೆ,yes
ಬರೆಯುತ್ತದೆ,,,ೆ,yes
ಮುಖಂಡ,,,ಡ,yes
ಸಿನಿಮಾನಟನಿಗಿಂತ,,,ತ,yes
ಸೂಜಿಗಲ್ಲಿನಂತೆ,,,ೆ,yes
ಜನರನ್ನು,,,ು,yes
ಸೆಳೆಯುತ್ತಾರೆ,,,ೆ,yes
ಜೀವನವನ್ನು,,,ು,yes
ನಮ್ಮೆಲ್ಲರಿಗಿಂತ,,,ತ,yes
ಭಿನ್ನವಾಗಿ,,,ಿ,yes
ನೋಡುವುದರಿಂದ,,,ದ,yes
ಆಪ್ತರಾಗುತ್ತಾರೆ,,,ೆ,yes
ಉಳಿದವರು,,,ು,yes
ಉಪದೇಶ,,,ಶ,yes
ತೋರಿಸುತ್ತಾರೆ,,,ೆ,yes
ಎಷ್ಟು,,,ು,yes
ಮಂದಿಗೆ,,,ೆ,yes
ಭಾಗ್ಯ,,,ಯ,yes
ಸಿಕ್ಕಿದೆಯೋ,,,ೋ,yes
ಗೊತ್ತಿಲ್ಲ,,,ಲ,yes
ಜತೆ,,,ೆ,yes
ಮಾತುಕತೆಗೆ,,,ೆ,yes
ಕುಳಿತುಕೊಂಡರೆ,,,ೆ,yes
ಬದುಕನ್ನು,,,ು,yes
ಆಪ್ತಭಾವದಿಂದ,,,ದ,yes
ಪ್ರಾರಂಭಿಸ,,,ಸ,yes
ತೊಡಗುತ್ತೇವೆ,,,ೆ,yes
ನಗೆಗಾರ,,,ರ,yes
ಆತ್ಮ,,,ಮ,yes
ಚರಿತ್ರೆಯಲ್ಲಿ,,,ಿ,yes
ಕರೆದುಕೊಳ್ಳುತ್ತಾರೆ,,,ೆ,yes
ಹಾಗೇಕೆ,,,ೆ,yes
ಎಂಬುದನ್ನುಅವರ,,,ರ,yes
ಮಾತುಗಳಲ್ಲೇ,,,ೇ,yes
ಕೇಳಬೇಕು,,,ು,yes
ಯಾಕೆ,,,ೆ,yes
ಹೀಗಾಯಿತೋ,,,ೋ,yes
ಬದುಕಿನಲ್ಲಿ,,,ಿ,yes
ಪದೇಪದೆ,,,ೆ,yes
ಒಂದಲ್ಲ,,,ಲ,yes
ಸಂಕಟ,,,ಟ,yes
ಎದುರಾಗುತ್ತಿತ್ತು,,,ು,yes
ಇದೇ,,,ೇ,yes
ಸಂದರ್ಭದಲ್ಲಿ,,,ಿ,yes
ದೇಶವೂ,,,ೂ,yes
ಸಂಕಷ್ಟಗಳಿಗೆ,,,ೆ,yes
ಸಿಲುಕಿಕೊಂಡಿತ್ತು,,,ು,yes
ಸಾಕಪ್ಪಾ,,,ಾ,yes
ಬದುಕು,,,ು,yes
ಎನ್ನಿಸುವಂಥ,,,ಥ,yes
ಕ್ಷಣಗಳವು,,,ು,yes
ಅಂಥ,,,ಥ,yes
ಸಂಕಟದ,,,ದ,yes
ಸಂದರ್ಭದಲ್ಲಿಯೂ,,,ೂ,yes
ನಾನು,,,ು,yes
ನಗುನಗುತ್ತಾ,,,ಾ,yes
ಬದುಕುತ್ತಿದ್ದೆ,,,ೆ,yes
ಅಡ್ಡಾಡಿ,,,ಿ,yes
ಕಡೆಯಲ್ಲೆಲ್ಲ,,,ಲ,yes
ನಗುಮುಖ,,,ಖ,yes
ಸುದ್ದಿ,,,ಿ,yes
ನನ್ನನ್ನು,,,ು,yes
ಎದುರಾಗುವ,,,ವ,yes
ಸಂಕಟಗಳನ್ನು,,,ು,yes
ಕಂಡಿದ್ದ,,,ದ,yes
ಕೇಳಿಯೇಬಿಟ್ಟರು,,,ು,yes
ಕಣ್ಮುಂದೆ,,,ೆ,yes
ಸಾವಿರ,,,ರ,yes
ಸಂಕಟವಿದ್ದರೂ,,,ೂ,yes
ಇಷ್ಟೊಂದು,,,ು,yes
ಸಹಜವಾಗಿ,,,ಿ,yes
ನಗುತ್ತೀರಲ್ಲ,,,ಲ,yes
ಹೇಗೆ,,,ೆ,yes
ಸಾಧ್ಯ,,,ಯ,yes
ನಿರಂತರ,,,ರ,yes
ಹಾಗಾಗಿ,,,ಿ,yes
ಎಂಥ,,,ಥ,yes
ಖುಷಿಯಿಂದ,,,ದ,yes
ನಗುವುದು,,,ು,yes
ಅಭ್ಯಾಸ,,,ಸ,yes
ಆಗಿಬಿಟ್ಟಿದೆ,,,ೆ,yes
ಅನ್ನುತ್ತೇನೆ,,,ೆ,yes
ಸದಾ,,,ಾ,yes
ಇರುವುದು,,,ು,yes
ಟಿಬೆಟಿಯನ್ನರಿಗೆ,,,ೆ,yes
ಚಟ,,,ಟ,yes
ನಗೆ,,,ೆ,yes
ಐಡೆಂಟಿಟಿ,,,ಿ,yes
ಸೂಕ್ಷ್ಮವಾಗಿ,,,ಿ,yes
ಗಮನಿಸಿ,,,ಿ,yes
ಟಿಬೆಟಿಯನ್ನರು,,,ು,yes
ಮುಖ,,,ಖ,yes
ಗಂಟಿಕ್ಕಿಕೊಂಡ,,,ಡ,yes
ಭಂಗಿಯಲ್ಲಿ,,,ಿ,yes
ಕಾಣಿಸುವುದಿಲ್ಲ,,,ಲ,yes
ವಿನಾಕಾರಣ,,,ಣ,yes
ಸಿಟ್ಟಾಗುವ,,,ವ,yes
ಭಾರತೀಯರು,,,ು,yes
ಜಪಾನಿಯರಂತೆ,,,ೆ,yes
ವರ್ತಿಸುವುದಿಲ್ಲ,,,ಲ,yes
ಇಟಾಲಿಯನ್ನರ,,,ರ,yes
ಥರ,,,ರ,yes
ಉಲ್ಲಾಸದಿಂದ,,,ದ,yes
ಇರುತ್ತಾರೆ,,,ೆ,yes
ಗುಣ,,,ಣ,yes
ವಂಶಪಾರಂಪರ್ಯವಾಗಿ,,,ಿ,yes
ಬಳುವಳಿ,,,ಿ,yes
ಅನ್ನಬಹುದು,,,ು,yes
ಪುಟ್ಟದೊಂದು,,,ು,yes
ಕುಗ್ರಾಮದಿಂದ,,,ದ,yes
ಬಂದವನು,,,ು,yes
ಸಹಜತೆಗೆ,,,ೆ,yes
ಹತ್ತಿರವಿತ್ತು,,,ು,yes
ಜತೆಗಿದ್ದವರ,,,ರ,yes
ಮಾತು,,,ು,yes
ವರ್ತನೆಯಲ್ಲಿ,,,ಿ,yes
ಕಪಟವಿರಲಿಲ್ಲ,,,ಲ,yes
ಕುಹಕವಿರಲಿಲ್ಲ,,,ಲ,yes
ನಾಟಕವಿರಲಿಲ್ಲ,,,ಲ,yes
ದಿನಾಲೂ,,,ೂ,yes
ಪರಸ್ಪರರನ್ನು,,,ು,yes
ರೇಗಿಸುತ್ತಾ,,,ಾ,yes
ಗೇಲಿ,,,ಿ,yes
ಮಾಡುತ್ತಾ,,,ಾ,yes
ಆಗೊಮ್ಮೆ,,,ೆ,yes
ಈಗೊಮ್ಮೆ,,,ೆ,yes
ಜಗಳವನ್ನೂ,,,ೂ,yes
ಬದುಕಿಬಿಟ್ಟೆವು,,,ು,yes
ಜೀವಿಸುವುದು,,,ು,yes
ಭಾಗವೇ,,,ೇ,yes
ಆಗಿಹೋಯಿತು,,,ು,yes
ಅದರರ್ಥ,,,ಥ,yes
ಬಾಲ್ಯದ,,,ದ,yes
ಬಡತನದ,,,ದ,yes
ಸಂಕಟಗಳು,,,ು,yes
ಇರಲೇ,,,ೇ,yes
ಎಂದಲ್ಲ,,,ಲ,yes
ಈಗಿರುವಂತೆ,,,ೆ,yes
ಅದನ್ನೂ,,,ೂ,yes
ಮೀರಿದಂಥ,,,ಥ,yes
ಇದ್ದೇ,,,ೇ,yes
ಇದ್ದವು,,,ು,yes
ಕಷ್ಟ,,,ಟ,yes
ಎಂದುಕೊಂಡು,,,ು,yes
ಧೈರ್ಯ,,,ಯ,yes
ಕಳೆದುಕೊಂಡರೆ,,,ೆ,yes
ಯಾವ,,,ವ,yes
ಪ್ರಯೋಜನವೂ,,,ೂ,yes
ಆಗುತ್ತಿರಲಿಲ್ಲ,,,ಲ,yes
ಅಳುಮುಖ,,,ಖ,yes
ಮಾಡಿಕೊಂಡು,,,ು,yes
ಯೋಚಿಸುತ್ತಾ,,,ಾ,yes
ಕೂರುವುದರಿಂದ,,,ದ,yes
ಬಗೆಹರಿಯುತ್ತಿರಲಿಲ್ಲ,,,ಲ,yes
ಅದಕ್ಕಿಂತ,,,ತ,yes
ಅಯ್ಯೋ,,,ೋ,yes
ಹೀಗಾಗಿಬಿಡ್ತಲ್ಲ,,,ಲ,yes
ಕೂತರೆ,,,ೆ,yes
ಒಂದಿಡೀ,,,ೀ,yes
ವಾರದ,,,ದ,yes
ನೆಮ್ಮದಿಯೇ,,,ೇ,yes
ಕೈಬಿಟ್ಟು,,,ು,yes
ಹೋಗುವ,,,ವ,yes
ಸಂಭವವಿತ್ತು,,,ು,yes
ಅನುಭವದ,,,ದ,yes
ಹೇಳುವುದಾದರೆ,,,ೆ,yes
ಧನಾತ್ಮಕವಾಗಿಯೇ,,,ೇ,yes
ಯೋಚಿಸಲು,,,ು,yes
ಮುಂದಾಗಬೇಕು,,,ು,yes
ಎದುರಾದಾಗ,,,ಗ,yes
ಓಹ್,,,್,yes
ಬದುಕಿನ್ನು,,,ು,yes
ಮುಗಿದೇ,,,ೇ,yes
ಹೋಯ್ತು,,,ು,yes
ಎಂದುಕೊಳ್ಳುವ,,,ವ,yes
ಬದಲು,,,ು,yes
ಕಷ್ಟವನ್ನು,,,ು,yes
ಎದುರಿಸುವ,,,ವ,yes
ನೆಪದಲ್ಲಿ,,,ಿ,yes
ಏನೆಲ್ಲಾ,,,ಾ,yes
ಪಾಠ,,,ಠ,yes
ಕಲಿಯಬಹುದು,,,ು,yes
ಯೋಚಿಸಿದರೆ,,,ೆ,yes
ಅಷ್ಟರಮಟ್ಟಿಗೆ,,,ೆ,yes
ಭಯ,,,ಯ,yes
ಕಡಿಮೆಯಾಗುತ್ತದೆ,,,ೆ,yes
ಬಾಳಹಾದಿಯಲ್ಲಿ,,,ಿ,yes
ಮಾರ್ಗವನ್ನೇ,,,ೇ,yes
ಅನುಸರಿಸಿದೆ,,,ೆ,yes
ಕ್ಷಣವನ್ನೂ,,,ೂ,yes
ಶಾಂತಿಯಿಂದಲೇ,,,ೇ,yes
ಎದುರುಗೊಂಡೆ,,,ೆ,yes
ನಗುತ್ತಿರು,,,ು,yes
ಎದೆಗುಂದದಿರು,,,ು,yes
ಒಳ್ಳೆಯತನಕ್ಕೆ,,,ೆ,yes
ಎಂದೆಂದಿಗೂ,,,ೂ,yes
ಜಯ,,,ಯ,yes
ನಂಬಿಕೆಯಿಡು,,,ು,yes
ಬೌದ್ಧಧರ್ಮದ,,,ದ,yes
ತತ್ವ,,,ವ,yes
ಬಾಲ್ಯದಲ್ಲಿ,,,ಿ,yes
ದೊರೆತ,,,ತ,yes
ಶಾಂತಮನೋಭಾವಕ್ಕೆ,,,ೆ,yes
ಪ್ರಾಮಾಣಿಕ,,,ಕ,yes
ಅನಿಸಿಕೆ,,,ೆ,yes
ಎಲ್ಲರಿಗೂ,,,ೂ,yes
ಗೊತ್ತಿರುವಂತೆ,,,ೆ,yes
ಐವತ್ತು,,,ು,yes
ವರ್ಷಕ್ಕೂ,,,ೂ,yes
ಕಾಲದಿಂದ,,,ದ,yes
ವಾಸಕ್ಕೊಂದು,,,ು,yes
ಮನೆಯಿಲ್ಲ,,,ಲ,yes
ದೇಶದೊಳಗೆ,,,ೆ,yes
ನಿಜ,,,ಜ,yes
ಹೇಳುತ್ತೇನೆ,,,ೆ,yes
ಖಂಡಿತ,,,ತ,yes
ಅನಿಸಿಲ್ಲ,,,ಲ,yes
ನನ್ನದೆನ್ನುವ,,,ವ,yes
ಇಲ್ಲದಿದ್ದರೆ,,,ೆ,yes
ಏನಂತೆ,,,ೆ,yes
ಹತ್ತಾರು,,,ು,yes
ದೇಶಗಳ,,,ಳ,yes
ಮನದಲ್ಲಿ,,,ಿ,yes
ಸ್ವಾಗತವಿದೆ,,,ೆ,yes
ಅಮೆರಿಕ,,,ಕ,yes
ಯುರೋಪ್,,,್,yes
ಥೈವಾನ್,,,್,yes
ಏಷ್ಯಾ,,,ಾ,yes
ದೇಶಗಳಲ್ಲಿರುವ,,,ವ,yes
ಮುಖಂಡರು,,,ು,yes
ಉದ್ಯಮಿಗಳು,,,ು,yes
ಪೋಪ್,,,್,yes
ಪ್ರೀತಿಸುತ್ತಾರೆ,,,ೆ,yes
ಗೌರವಿಸುತ್ತಾರೆ,,,ೆ,yes
ನನ್ನೊಂದಿಗೆ,,,ೆ,yes
ವೇದಿಕೆ,,,ೆ,yes
ಹಂಚಿಕೊಳ್ಳುತ್ತಾರೆ,,,ೆ,yes
ಸಲಹೆ,,,ೆ,yes
ಕೇಳುತ್ತಾರೆ,,,ೆ,yes
ಹೋರಾಟದ,,,ದ,yes
ಮೆಚ್ಚುಗೆಯ,,,ಯ,yes
ಮಾತಾಡುತ್ತಾರೆ,,,ೆ,yes
ಇವೆಲ್ಲದರ,,,ರ,yes
ಮಧ್ಯೆಯೂ,,,ೂ,yes
ಹಿಂತಿರುಗಿ,,,ಿ,yes
ನೋಡಿದರೆ,,,ೆ,yes
ನನ್ನದು,,,ು,yes
ನತದೃಷ್ಟ,,,ಟ,yes
ಭಾವ,,,ವ,yes
ಕಾಡುತ್ತದೆ,,,ೆ,yes
ಸಂದರ್ಭದಲ್ಲೆಲ್ಲ,,,ಲ,yes
ನಾನೇ,,,ೇ,yes
ಸಮಾಧಾನಿಸಿಕೊಳ್ಳುತ್ತೇನೆ,,,ೆ,yes
ಗೃಹಬಂಧನವಿಲ್ಲ,,,ಲ,yes
ಹೀಗೇ,,,ೇ,yes
ಬದುಕಬೇಕು,,,ು,yes
ಶಿಷ್ಟಾಚಾರದ,,,ದ,yes
ಹಂಗಿಲ್ಲ,,,ಲ,yes
ಇಂಥ,,,ಥ,yes
ಕಡೆಯೇ,,,ೇ,yes
ಅಡ್ಡಾಡಬೇಕು,,,ು,yes
ನಿರ್ಬಂಧವೂ,,,ೂ,yes
ಬದುಕಲ್ಲೂ,,,ೂ,yes
ಸ್ವಾರಸ್ಯವಿದೆ,,,ೆ,yes
ಸಂಭ್ರಮವಿದೆ,,,ೆ,yes
ಅಂದುಕೊಳ್ಳುತ್ತೇನೆ,,,ೆ,yes
ಇಂಥದೊಂದು,,,ು,yes
ಜತೆಯಾದ,,,ದ,yes
ಕೂಡಲೇ,,,ೇ,yes
ಹಗುರಾಗುತ್ತದೆ,,,ೆ,yes
ಮೊಗದಲ್ಲಿ,,,ಿ,yes
ನಗೆಯ,,,ಯ,yes
ಹೂ,,,ೂ,yes
ಅರಳುತ್ತದೆ,,,ೆ,yes
ಮಾತುಗಳು,,,ು,yes
ವಿಶ್ವೇಶ್ವರ,,,ರ,yes
ಭಟ್ಟರು,,,ು,yes
ಮನ,,,ನ,yes
ಅಂಕಣದಲ್ಲಿ,,,ಿ,yes
ಆತ್ಮಚರಿತ್ರೆಯಿಂದ,,,ದ,yes
ಮೂಡಿಸಿರುವ,,,ವ,yes
ಮೂಡಿಬಂದಿದೆ,,,ೆ,yes
ಗುಲಾಲು,,,ು,yes
ಅಬೀರ್,,,್,yes
ಪರಿಚಿತವಾಗಿದೆ,,,ೆ,yes
ಸಾಮಾನ್ಯ,,,ಯ,yes
ಆಚರಣೆಗಳಿಗೆ,,,ೆ,yes
ಬಳಸಲಾಗುವ,,,ವ,yes
ವಿಶೇಷವಾಗಿ,,,ಿ,yes
ಹೋಳಿ,,,ಿ,yes
ಹಬ್ಬಕ್ಕೆ,,,ೆ,yes
ಬಣ್ಣದ,,,ದ,yes
ಪುಡಿಗಳಿಗೆ,,,ೆ,yes
ನೀಡಲಾದ,,,ದ,yes
ಸಾಮಾನ್ಯವಾಗಿ,,,ಿ,yes
ಹೆಸರನ್ನು,,,ು,yes
ಹಬ್ಬದಲ್ಲಿ,,,ಿ,yes
ಗುಲಾಬಿ,,,ಿ,yes
ಸಂಬಂಧಿಸಲಾಗುತ್ತದೆ,,,ೆ,yes
ಪ್ರೀತಿ,,,ಿ,yes
ಸಮಾನತೆಯನ್ನು,,,ು,yes
ಆಚರಿಸುವ,,,ವ,yes
ಹಬ್ಬದ,,,ದ,yes
ಹಾಡುತ್ತ,,,ತ,yes
ಕುಣಿಯುತ್ತ,,,ತ,yes
ಒಬ್ಬರ,,,ರ,yes
ಪುಡಿಗಳನ್ನು,,,ು,yes
ಎರಚುತ್ತಾರೆ,,,ೆ,yes
ಮುಂಚಿನ,,,ನ,yes
ಮರಗಳಿಂದ,,,ದ,yes
ಹೂವುಗಳಿಂದ,,,ದ,yes
ತಯಾರಿಸಲಾಗುತ್ತಿತ್ತು,,,ು,yes
ಉದಾಹರಣೆಗೆ,,,ೆ,yes
ಹಾಲವಾಣ,,,ಣ,yes
ಪಲಾಶ,,,ಶ,yes
ಮರಗಳು,,,ು,yes
ಚರ್ಮಕ್ಕೆ,,,ೆ,yes
ಪ್ರಯೋಜನಕಾರಿಯಾದ,,,ದ,yes
ಔಷಧೀಯ,,,ಯ,yes
ಗುಣಗಳನ್ನು,,,ು,yes
ಹೊಂದಿರುತ್ತಿದ್ದವು,,,ು,yes
ಕೃತಕ,,,ಕ,yes
ಬಣ್ಣಗಳ,,,ಳ,yes
ಆಗಮನ,,,ನ,yes
ಪ್ರದೇಶಗಳಲ್ಲಿ,,,ಿ,yes
ಮರಗಳ,,,ಳ,yes
ಕಾಣದಾಗುವಿಕೆ,,,ೆ,yes
ಲಾಭದ,,,ದ,yes
ಅನ್ವೇಷಣೆಯ,,,ಯ,yes
ನೈಸರ್ಗಿಕ,,,ಕ,yes
ಬಣ್ಣಗಳನ್ನು,,,ು,yes
ತ್ಯಾಗ,,,ಗ,yes
ಶಿವಾಹಳಿರವರು,,,ು,yes
ಜಿಲ್ಲೆಯವರಾಗಿದ್ದು,,,ು,yes
ಉಷ್ಣವು,,,ು,yes
ಶಕ್ತಿಯನ್ನು,,,ು,yes
ರೂಪದಿಂದ,,,ದ,yes
ರೂಪಕ್ಕೆ,,,ೆ,yes
ಪರಿವರ್ತಿಸಬಹುದು,,,ು,yes
ಸೂಕ್ತವಾದ,,,ದ,yes
ಉಪಕರಣಗಳನ್ನು,,,ು,yes
ಉಷ್ಣಶಕ್ತಿ,,,ಿ,yes
ಶಕ್ತಿಯನ್ನಾಗಿ,,,ಿ,yes
ಬಳಸಲಾಗುತ್ತದೆ,,,ೆ,yes
ಉಷ್ಣಶಕ್ತಿಯನ್ನು,,,ು,yes
ಅಡುಗೆ,,,ೆ,yes
ಶಾಲೆಗಳಲ್ಲಿ,,,ಿ,yes
ಉಪಯೊಗಿಸುತ್ತೆವೆ,,,ೆ,yes
ಉದಾಹರಣೆಗಳು,,,ು,yes
ಉಷ್ಣದ,,,ದ,yes
ಪರಿಣಾಮಗಳ,,,ಳ,yes
ಅನ್ವಯವಾಗಿವೆ,,,ೆ,yes
ಒಟ್ಟುಗೂಡಿಸಿ,,,ಿ,yes
ಹೇಳಬಹುದು,,,ು,yes
ತಾಪದಲ್ಲಿ,,,ಿ,yes
ಏರಿಕೆ,,,ೆ,yes
ವ್ಯಾಕೋಚನೆ,,,ೆ,yes
ಸ್ತಿತಿ,,,ಿ,yes
ಬದಲಾವಣೆ,,,ೆ,yes
ರಾಸಾಯನಿಕ,,,ಕ,yes
ಕಾರ್ಯನಿ,,,ಿ,yes
ರ್ವಹಿಸುವ,,,ವ,yes
ತಾಪವನ್ನು,,,ು,yes
ಉನ್ನತ,,,ತ,yes
ಉಷ್ಣತಾ,,,ಾ,yes
ಸ್ಥಿತಿಯಿಂದ,,,ದ,yes
ಕೆಳಮಟ್ಟದ,,,ದ,yes
ಸ್ಥಿತಿಗೆ,,,ೆ,yes
ತರುವ,,,ವ,yes
ರ್ವಹಿಸುತ್ತದೆ,,,ೆ,yes
ಹೆಚ್ಚಿಸುವಲ್ಲಿ,,,ಿ,yes
ತಾಪದ,,,ದ,yes
ಮೂಲವು,,,ು,yes
ಉಷ್ಣತೆಯನ್ನು,,,ು,yes
ಉತ್ಪಾದಿಸುತ್ತದೆ,,,ೆ,yes
ಏರಿಸುವುದರಿಂದ,,,ದ,yes
ಉಷ್ಣ,,,ಣ,yes
ಪರಿವರ್ತಿಸುವ,,,ವ,yes
ವಿನ್ಯಾಸಗೊಳಿಸಲು,,,ು,yes
ಸಾಧ್ಯವಿಲ್ಲ,,,ಲ,yes
ಹಾಗೆಯೇ,,,ೇ,yes
ಉಷ್ನದಿಂದ,,,ದ,yes
ಘನ,,,ನ,yes
ದ್ರವ,,,ವ,yes
ಅನಿಲಗಳ,,,ಳ,yes
ವ್ಯಕೋಚನೆಯು,,,ು,yes
ಬಹಳ,,,ಳ,yes
ನಿಧಾನ,,,ನ,yes
ಗತಿಯಲ್ಲಿರುವುದರಿಂದ,,,ದ,yes
ಪರಿಣಾಮವನ್ನೂ,,,ೂ,yes
ಇಂಜನ್ನು,,,ು,yes
ಅಭಿವ್ರುದ್ಧಿಗೊಳಿಸುವಲ್ಲಿ,,,ಿ,yes
ಬಳಸುವುದು,,,ು,yes
ಕಶ್ತವಾಗಿದೆ,,,ೆ,yes
ಇಂಜಿನ್,,,್,yes
ಗಳ,,,ಳ,yes
ತಯಾರಿಕೆಯಲ್ಲಿ,,,ಿ,yes
ದ್ರವವಸ್ತುಗಳು,,,ು,yes
ಅನಿಲವಾಗಿ,,,ಿ,yes
ಬದಲಾಗುವುದು,,,ು,yes
ಮಹತ್ವದ,,,ದ,yes
ಪಾತ್ರವನ್ನು,,,ು,yes
ವಹಿಸುತ್ತದೆ,,,ೆ,yes
ಹಬೆಯಾಗಿ,,,ಿ,yes
ಪರಿವರ್ತಿಸಿದರೆ,,,ೆ,yes
ಸ್ಥಳವನ್ನು,,,ು,yes
ಆಕ್ರಮಿಸುತ್ತದೆ,,,ೆ,yes
ವ್ಯಾಕೂಚನೆಯಿಂದ,,,ದ,yes
ಒತ್ತಡವನ್ನು,,,ು,yes
ಉಂಟುಮಾಡುತ್ತದೆ,,,ೆ,yes
ಕಾಯಿಸುವುದರಿಂದ,,,ದ,yes
ಉಂಟಾದ,,,ದ,yes
ಹಬೆಯು,,,ು,yes
ನೀರಿಗಿಂತ,,,ತ,yes
ಪಟ್ಟು,,,ು,yes
ಗಾತ್ರವನ್ನು,,,ು,yes
ಅಂಶವೇ,,,ೇ,yes
ಡೀಸೆಲ್,,,್,yes
ದಹಿಸಿದಾಗ,,,ಗ,yes
ಬದಲಾವಣೆಯಾಗಿ,,,ಿ,yes
